"id","mszoning","lotfrontage","lotarea","lotshape","landcontour","lotconfig","landslope","neighborhood","condition1","bldgtype","housestyle","overallqual","overallcond","yearbuilt","yearremodadd","roofstyle","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtunfsf","totalbsmtsf","heating","heatingqc","electrical","x1stflrsf","x2ndflrsf","grlivarea","bsmtfullbath","fullbath","halfbath","bedroomabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","garagefinish","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","fence","miscfeature","saletype","salecondition","saleprice","sale_date","total_baths"
1210,"RL",85,10182,"IR1","Lvl","CulDSac","Gtl","Somerst","RRNn","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",440,1660,"GasA","Ex","SBrkr",1660,0,1660,1,2,0,3,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",2,500,322,50,0,NA,NA,"New","Partial",290000,2006-05-01,2
1211,"RL",70,11218,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1055,1055,"GasA","Ex","SBrkr",1055,790,1845,0,2,1,3,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,462,635,104,0,"GdPrv","Shed","WD","Normal",189000,2010-05-01,2.5
1212,"RL",152,12134,"IR1","Bnk","Inside","Mod","Gilbert","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ",427,"Unf",132,559,"GasA","Gd","SBrkr",1080,672,1752,0,2,0,4,"TA",8,"Typ",0,NA,"Basment",1988,"RFn",2,492,325,12,0,NA,NA,"WD","Normal",164000,2010-06-01,2
1213,"RL",50,9340,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,6,1941,1950,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",328,672,"GasA","TA","SBrkr",672,0,672,1,1,0,2,"TA",4,"Typ",0,NA,"Attchd",1941,"Unf",1,234,0,113,0,NA,NA,"WD","Normal",113000,2009-08-01,1
1214,"RL",21,10246,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",648,"Unf",0,648,"GasA","Ex","SBrkr",960,0,960,1,0,0,0,"TA",3,"Typ",0,NA,"Attchd",1965,"Unf",1,364,88,0,0,NA,NA,"WD","Normal",145000,2006-05-01,0
1215,"RL",69,10205,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",784,"Unf",141,925,"GasA","TA","SBrkr",999,0,999,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1962,"Unf",1,300,150,72,0,NA,NA,"WD","Normal",134500,2006-05-01,1
1216,"RL",99,7094,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1966,1966,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",180,"LwQ",340,894,"GasA","TA","SBrkr",894,0,894,0,1,0,3,"TA",5,"Typ",0,NA,"Detchd",1966,"RFn",1,384,0,0,0,"MnPrv",NA,"WD","Normal",125000,2007-05-01,1
1217,"RM",68,8930,"Reg","Lvl","Inside","Gtl","Sawyer","RRAe","Duplex","1.5Fin",6,5,1978,1978,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",1318,584,1902,0,2,0,4,"TA",8,"Typ",0,NA,"Attchd",1978,"Unf",2,539,0,0,0,NA,NA,"WD","Normal",112000,2010-04-01,2
1218,"FV",72,8640,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",364,1300,"GasA","Ex","SBrkr",1314,0,1314,1,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2009,"RFn",2,552,135,112,0,NA,NA,"New","Partial",229456,2009-09-01,2
1219,"RM",52,6240,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","Gd","SBrkr",672,240,912,0,1,0,2,"TA",3,"Typ",0,NA,NA,1900,NA,0,0,0,0,0,NA,NA,"WD","Normal",80500,2006-07-01,1
1220,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",672,672,"GasA","TA","SBrkr",672,546,1218,0,1,1,3,"TA",7,"Typ",0,NA,NA,1900,NA,0,0,201,0,0,NA,NA,"WD","Abnorml",91500,2006-04-01,1.5
1221,"RL",66,7800,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1964,1964,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",312,"LwQ",0,912,"GasA","TA","SBrkr",912,0,912,0,1,0,2,"TA",5,"Typ",0,NA,"Attchd",1964,"Unf",1,288,0,0,0,NA,NA,"WD","Abnorml",115000,2006-11-01,1
1222,"RL",55,8250,"Reg","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam","1Story",5,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",250,"LwQ",210,952,"GasA","Ex","SBrkr",1211,0,1211,0,1,0,3,"TA",5,"Typ",1,"TA","Attchd",1968,"Unf",1,322,0,63,0,NA,NA,"WD","Normal",134000,2008-08-01,1
1223,"RL",78,10496,"Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin",6,6,1949,1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",844,1040,"GasA","Ex","SBrkr",1168,678,1846,0,2,0,3,"TA",7,"Typ",1,"Gd","Attchd",1949,"Unf",1,315,0,0,0,"GdWo",NA,"WD","Normal",143000,2007-01-01,2
1224,"RL",89,10680,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,1951,1951,"Hip","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ",756,"Unf",1380,2136,"GasA","TA","FuseA",2136,0,2136,0,2,0,4,"TA",7,"Mod",0,NA,"Detchd",1951,"Unf",2,528,0,30,0,"MnPrv",NA,"WD","Normal",137900,2006-10-01,2
1225,"RL",60,15384,"IR1","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",64,788,"GasA","Ex","SBrkr",788,702,1490,1,2,1,3,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",2,388,100,75,0,NA,NA,"WD","Normal",184000,2008-02-01,2.5
1226,"RL",65,10482,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ",507,"Unf",81,588,"GasA","Ex","SBrkr",1138,0,1138,0,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1958,"RFn",1,264,224,0,0,"MnWw",NA,"WD","Normal",145000,2007-06-01,1
1227,"RL",86,14598,"IR1","Lvl","CulDSac","Gtl","Somerst","Feedr","1Fam","2Story",6,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",894,894,"GasA","Ex","SBrkr",894,1039,1933,0,2,1,4,"Gd",9,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,668,100,18,0,NA,NA,"WD","Normal",214000,2008-01-01,2.5
1228,"RL",72,8872,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,8,1965,2008,"Gable","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ",595,"Unf",317,912,"GasA","Ex","SBrkr",912,0,912,1,1,0,2,"Gd",5,"Typ",0,NA,"Detchd",1992,"Unf",2,576,0,240,0,NA,NA,"WD","Normal",147000,2008-12-01,1
1229,"RL",65,8769,"Reg","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","MetalSd","MetalSd","BrkFace",766,"Ex","TA","PConc","Ex","TA","No","GLQ",1540,"Unf",162,1702,"GasA","Ex","SBrkr",1702,0,1702,1,1,1,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,1052,0,72,0,NA,NA,"New","Partial",367294,2008-10-01,1.5
1230,"RL",70,7910,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",409,1075,"GasA","Gd","SBrkr",1507,0,1507,0,2,0,4,"TA",7,"Maj1",0,NA,"Basment",1960,"Unf",1,404,0,0,0,"GdWo",NA,"WD","Normal",127000,2008-08-01,2
1231,"RL",21,18890,"IR1","Lvl","Inside","Gtl","Sawyer","Feedr","Duplex","1.5Fin",5,5,1977,1977,"Shed","Plywood","Plywood","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ",498,"Rec",652,1361,"GasA","Ex","SBrkr",1361,1259,2620,0,2,2,4,"TA",12,"Typ",1,"TA","BuiltIn",1977,"RFn",2,600,155,24,145,NA,"Gar2","WD","Normal",190000,2007-08-01,3
1232,"RL",70,7728,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",803,"Unf",303,1106,"GasA","TA","SBrkr",1190,0,1190,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1962,"Unf",2,540,0,18,0,"GdWo",NA,"WD","Normal",132500,2006-05-01,1
1233,"RL",70,9842,"Reg","Lvl","FR2","Gtl","NAmes","Norm","Duplex","1Story",4,5,1962,1962,"Gable","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",1224,0,1224,0,2,0,2,"TA",6,"Typ",0,NA,"CarPort",1962,"Unf",2,462,0,0,0,NA,NA,"WD","Normal",101800,2007-03-01,2
1234,"RL",21,12160,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",188,1188,"GasA","Fa","SBrkr",1188,0,1188,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",2,531,0,0,0,"MnPrv",NA,"COD","Abnorml",142000,2010-05-01,1
1235,"RH",55,8525,"Reg","Bnk","Inside","Gtl","SWISU","Norm","1Fam","2Story",5,6,1911,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",940,940,"GasA","TA","FuseA",1024,940,1964,0,1,1,4,"TA",7,"Typ",0,NA,NA,1900,NA,0,0,0,192,0,NA,NA,"WD","Abnorml",130000,2008-11-01,1.5
1236,"RL",96,13132,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","2Story",5,5,1914,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",747,747,"GasA","Gd","FuseF",892,892,1784,0,1,1,4,"TA",9,"Typ",0,NA,"Detchd",1914,"Unf",1,180,203,40,0,NA,NA,"WD","Normal",138887,2006-07-01,1.5
1237,"RL",36,2628,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",764,764,"GasA","Ex","SBrkr",764,862,1626,0,2,1,2,"Gd",6,"Typ",0,NA,"BuiltIn",2003,"RFn",2,474,0,27,0,NA,NA,"WD","Normal",175500,2010-06-01,2.5
1238,"RL",41,12393,"IR2","Lvl","FR2","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",847,847,"GasA","Ex","SBrkr",847,1101,1948,0,2,1,4,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,434,100,48,0,NA,NA,"WD","Normal",195000,2006-09-01,2.5
1239,"RL",63,13072,"Reg","Lvl","Inside","Gtl","SawyerW","RRAe","1Fam","1Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1141,1141,"GasA","Ex","SBrkr",1141,0,1141,0,1,1,3,"TA",6,"Typ",0,NA,"Detchd",2005,"Unf",2,484,0,0,0,NA,NA,"WD","Abnorml",142500,2006-03-01,1.5
1240,"RL",64,9037,"IR1","HLS","Inside","Gtl","Timber","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",1048,1476,"GasA","Ex","SBrkr",1484,0,1484,0,2,0,2,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,120,33,0,NA,NA,"WD","Normal",265900,2007-12-01,2
1241,"RL",65,8158,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",334,884,"GasA","Ex","SBrkr",884,884,1768,1,2,1,3,"Gd",8,"Typ",0,NA,"Attchd",2003,"RFn",2,543,0,63,0,NA,NA,"WD","Normal",224900,2008-07-01,2.5
1242,"RL",83,9849,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,6,2007,2007,"Hip","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1689,1689,"GasA","Ex","SBrkr",1689,0,1689,0,2,0,3,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",3,954,0,56,0,NA,NA,"New","Partial",248328,2007-06-01,2
1243,"RL",85,10625,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",885,"LwQ",0,1053,"GasA","TA","SBrkr",1173,0,1173,1,2,0,3,"Gd",6,"Typ",2,"TA","Attchd",1974,"RFn",2,528,0,120,0,"MnPrv",NA,"WD","Family",170000,2010-01-01,2
1244,"RL",107,13891,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",10,5,2006,2006,"Gable","VinylSd","VinylSd",NA,0,"Ex","TA","PConc","Ex","Gd","Gd","GLQ",1386,"Unf",690,2076,"GasA","Ex","SBrkr",2076,0,2076,1,2,1,2,"Ex",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,850,216,229,0,NA,NA,"New","Partial",465000,2006-09-01,2.5
1245,"RL",21,11435,"IR1","HLS","Corner","Mod","Crawfor","Norm","1Fam","2Story",8,7,1929,1950,"Gable","BrkFace","Stucco","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",792,792,"GasA","Fa","SBrkr",792,725,1517,0,1,0,3,"Gd",7,"Typ",2,"Gd","Detchd",1931,"Unf",2,400,0,0,0,NA,NA,"WD","Normal",230000,2006-06-01,1
1246,"RL",78,12090,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",585,585,"GasA","Ex","SBrkr",1140,728,1868,0,3,1,3,"TA",7,"Typ",1,"TA","BuiltIn",1984,"Fin",2,477,268,112,0,NA,NA,"WD","Abnorml",178000,2007-01-01,3.5
1247,"FV",65,8125,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",756,756,"GasA","Ex","SBrkr",756,797,1553,0,2,1,3,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,615,0,45,0,NA,NA,"New","Partial",186500,2006-03-01,2.5
1248,"RL",21,12328,"IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ",539,"Unf",473,1012,"GasA","TA","SBrkr",1034,0,1034,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1976,"Unf",3,888,0,0,0,NA,NA,"WD","Normal",169900,2010-05-01,1
1249,"RM",60,9600,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",416,735,"OthW","Fa","SBrkr",1134,924,2058,0,1,1,3,"TA",8,"Typ",1,"Gd","Detchd",1950,"Unf",2,396,0,0,259,NA,NA,"WD","Normal",129500,2008-04-01,1.5
1250,"RL",60,7200,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1950,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",534,"Rec",246,876,"GasA","TA","SBrkr",988,0,988,0,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1950,"Unf",1,276,0,80,0,NA,NA,"WD","Normal",119000,2007-05-01,1
1251,"RL",93,11160,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",7,5,1968,1968,"Hip","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",1065,"Unf",1045,2110,"GasA","Ex","SBrkr",2110,0,2110,1,2,1,3,"Ex",8,"Typ",2,"TA","Attchd",1968,"Fin",2,522,0,0,0,NA,NA,"WD","Normal",244000,2010-04-01,2.5
1252,"RL",21,3136,"IR1","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1405,1405,"GasA","Ex","SBrkr",1405,0,1405,0,2,0,2,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,478,148,36,0,NA,NA,"WD","Normal",171750,2006-03-01,2
1253,"RL",62,9858,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1968,1968,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",510,"Unf",354,864,"GasA","TA","SBrkr",874,0,874,1,1,0,3,"TA",5,"Typ",0,NA,"Attchd",1968,"RFn",1,288,33,0,0,"GdWo","Shed","WD","Normal",130000,2009-11-01,1
1254,"RL",21,17542,"IR1","Lvl","Inside","Gtl","Veenker","Norm","1Fam","2Story",7,7,1974,2003,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","Gd","LwQ",125,"ALQ",36,1192,"GasA","TA","SBrkr",1516,651,2167,1,2,1,3,"Gd",9,"Typ",2,"Gd","Attchd",1974,"RFn",2,518,220,47,0,"MnPrv",NA,"WD","Normal",294000,2007-07-01,2.5
1255,"RL",60,6931,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",746,746,"GasA","Ex","SBrkr",760,896,1656,0,2,1,3,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,397,178,128,0,NA,NA,"WD","Normal",165400,2008-07-01,2.5
1256,"RM",52,6240,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",459,884,"GasA","TA","FuseA",959,408,1367,0,1,0,3,"TA",6,"Typ",1,"Gd","Detchd",1978,"Unf",1,560,0,0,0,NA,NA,"WD","Normal",127500,2007-11-01,1
1257,"RL",91,14303,"IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","1Story",8,5,1994,1994,"Hip","HdBoard","HdBoard","BrkFace",554,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1314,"Unf",672,1986,"GasA","Ex","SBrkr",1987,0,1987,1,2,0,2,"Gd",7,"Typ",1,"TA","Attchd",1994,"Fin",2,691,262,36,0,NA,NA,"WD","Normal",301500,2008-08-01,2
1258,"RL",56,4060,"Reg","Lvl","Corner","Gtl","Edwards","Feedr","1Fam","1Story",5,8,1922,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",864,864,"GasA","Ex","SBrkr",864,0,864,0,1,0,2,"TA",4,"Typ",0,NA,NA,1900,NA,0,0,0,96,0,NA,NA,"WD","Normal",99900,2009-07-01,1
1259,"RL",59,9587,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",655,"Unf",201,856,"GasA","Ex","SBrkr",1166,0,1166,1,2,0,2,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,400,212,0,0,NA,NA,"WD","Normal",190000,2008-07-01,2
1260,"RL",65,9750,"Reg","Lvl","FR2","Gtl","NAmes","Norm","1Fam","1Story",6,8,1969,1969,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"LwQ",14,1054,"GasA","Gd","SBrkr",1054,0,1054,1,1,1,3,"TA",6,"Typ",0,NA,"Attchd",1969,"Unf",2,460,180,0,0,NA,NA,"WD","Normal",151000,2008-07-01,1.5
1261,"RL",21,24682,"IR3","Lvl","CulDSac","Gtl","Gilbert","RRAn","1Fam","2Story",6,5,1999,1999,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",841,841,"GasA","Ex","SBrkr",892,783,1675,0,2,1,3,"TA",7,"Typ",1,"TA","BuiltIn",1999,"Fin",2,502,0,103,0,NA,NA,"WD","Normal",181000,2009-06-01,2.5
1262,"RL",80,9600,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1956,1956,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",546,1050,"GasA","Gd","SBrkr",1050,0,1050,0,1,0,2,"TA",5,"Typ",0,NA,"Attchd",1956,"Unf",1,338,0,0,0,NA,NA,"WD","Normal",128900,2009-06-01,1
1263,"RL",21,11250,"Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","1.5Fin",4,5,1957,1989,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",1104,1104,"GasA","Ex","FuseA",1104,684,1788,1,1,0,5,"TA",8,"Min2",2,"TA","Attchd",1957,"Unf",1,304,120,0,0,NA,NA,"WD","Normal",161500,2009-11-01,1
1264,"RL",60,13515,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story",6,6,1919,1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",764,764,"GasA","Ex","FuseA",1060,764,1824,0,1,0,3,"TA",8,"Typ",1,"Gd","Detchd",1940,"Unf",2,520,0,0,126,"GdPrv",NA,"WD","Normal",180500,2007-07-01,1
1265,"RH",34,4060,"Reg","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",1139,1405,"GasA","Ex","SBrkr",1337,0,1337,1,2,0,2,"Gd",5,"Typ",0,NA,"Attchd",1998,"Fin",2,511,144,68,0,NA,NA,"COD","Abnorml",181000,2008-08-01,2
1266,"FV",35,3735,"Reg","Lvl","FR3","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",241,691,"GasA","Ex","SBrkr",713,739,1452,1,2,1,3,"Gd",6,"Typ",0,NA,"Detchd",1999,"Unf",2,506,0,34,0,NA,NA,"WD","Normal",183900,2006-03-01,2.5
1267,"RM",60,10120,"IR1","Bnk","Inside","Gtl","OldTown","Feedr","2fmCon","2.5Unf",7,4,1910,1950,"Hip","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",925,925,"GasA","TA","FuseF",964,925,1889,0,1,1,4,"TA",9,"Typ",1,"Gd","Detchd",1960,"Unf",1,308,0,0,264,"MnPrv",NA,"WD","Normal",122000,2007-01-01,1.5
1268,"RL",89,13214,"IR1","HLS","Inside","Gtl","Timber","Norm","1Fam","1Story",9,5,2008,2009,"Hip","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",2002,2002,"GasA","Ex","SBrkr",2018,0,2018,0,2,0,3,"Ex",10,"Typ",1,"Gd","Attchd",2009,"Fin",3,746,144,76,0,NA,NA,"WD","Normal",378500,2010-05-01,2
1269,"RL",21,14100,"IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam","1.5Fin",8,9,1935,1997,"Gable","Stucco","Stucco","BrkFace",632,"TA","Gd","CBlock","TA","TA","Mn","Rec",192,"Unf",536,728,"GasA","Ex","SBrkr",1968,1479,3447,0,3,1,4,"Gd",11,"Typ",2,"Gd","BuiltIn",1982,"Unf",3,1014,314,12,0,"GdWo",NA,"WD","Normal",381000,2008-05-01,3.5
1270,"RL",78,11344,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1.5Fin",5,5,1958,1958,"Gable","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",460,"Unf",414,874,"GasW","TA","FuseA",874,650,1524,0,1,1,3,"TA",7,"Typ",0,NA,"Attchd",1958,"Unf",1,315,0,0,0,"GdWo",NA,"WD","Normal",144000,2007-07-01,1.5
1271,"RL",21,23595,"Reg","Low","Inside","Sev","ClearCr","Norm","1Fam","1Story",7,6,1979,1979,"Shed","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",74,1332,"GasA","TA","SBrkr",1332,192,1524,2,0,1,0,"Gd",4,"Typ",1,"TA","Attchd",1979,"Fin",2,586,268,0,0,NA,NA,"WD","Normal",260000,2010-04-01,0.5
