"lotfrontage","overallqual","overallcond","yearbuilt","yearremodadd","masvnrarea","bsmtfinsf1","bsmtunfsf","totalbsmtsf","x2ndflrsf","grlivarea","bedroomabvgr","kitchenabvgr","totrmsabvgrd","garageyrblt","garagecars","garagearea","openporchsf","miscval","yrsold"
74,9,5,2004,2005,216,1170,292,1462,762,2224,4,1,10,2004,3,738,0,0,2009
88,5,7,1961,1995,0,899,210,1109,0,1155,3,1,6,1987,2,576,0,400,2010
69.6447039199333,5,8,1978,2005,90,646,218,864,0,864,3,1,6,1978,1,336,0,0,2009
60,5,5,2005,2006,0,980,110,1090,0,1090,2,1,5,2005,2,450,49,0,2007
44,7,5,1990,1991,117,902,254,1156,530,1717,3,1,7,1990,2,400,36,0,2007
69.6447039199333,6,5,1992,1993,0,0,808,808,785,1593,3,1,7,1993,2,389,40,0,2009
60,4,5,1912,1950,0,0,795,795,795,2230,5,1,10,1997,1,440,188,0,2006
65,5,5,1967,1967,60,432,460,892,0,892,3,1,5,1967,1,288,0,0,2009
50,9,5,1999,2000,60,1238,460,1698,0,1709,2,1,5,1999,2,506,65,0,2008
70,5,5,1959,2005,122,528,1098,1626,0,1712,4,2,8,2005,2,588,54,0,2006
59,5,7,1955,1955,0,0,816,816,521,1393,3,1,8,1955,1,300,0,0,2008
95,8,6,1970,1970,0,351,1043,2217,0,2217,4,1,8,1970,2,621,207,0,2007
128,6,4,1953,1953,90,1024,481,1505,0,1505,2,1,6,1953,2,505,0,0,2009
60,5,7,1949,2006,0,0,672,672,252,924,3,1,6,2003,2,576,0,2000,2007
70,6,5,1978,1978,92,226,192,918,765,1683,3,1,7,1978,2,440,0,0,2009
70,6,8,1963,2003,0,663,396,1059,0,1068,3,1,6,1963,1,264,0,0,2006
69.6447039199333,5,5,1954,1954,0,1064,319,1383,0,1383,3,1,6,1954,1,354,116,0,2008
64,5,5,1979,1979,0,0,0,0,0,1535,4,2,8,1979,2,400,0,0,2009
71,6,5,1963,1963,415,400,380,780,813,1796,4,1,8,1963,2,483,50,0,2008
50,4,6,1936,1950,0,285,666,951,0,951,2,1,6,1936,1,327,28,0,2006
64,5,5,1979,1979,0,0,0,0,1120,2240,6,2,12,1979,2,528,0,0,2009
100,9,5,2009,2010,760,2188,142,2330,0,2364,2,1,11,2009,3,820,67,0,2010
65,5,7,1961,1994,0,465,447,912,0,1236,3,1,6,1961,1,288,0,0,2006
69.6447039199333,4,6,1971,1971,0,322,536,858,0,858,2,1,4,1979,1,684,0,0,2007
64,5,7,1957,2000,0,860,132,992,0,1306,2,1,5,1968,1,756,0,0,2009
63,7,5,2003,2003,0,0,783,783,702,1509,3,1,8,2003,2,393,75,0,2006
50,7,5,2006,2006,27,0,1670,1670,0,1670,3,1,7,2006,3,690,60,0,2006
69.6447039199333,5,6,1967,1967,75,599,277,876,0,902,3,1,6,1967,1,288,0,0,2007
80,5,5,1954,1954,110,354,412,1056,0,1063,3,1,6,1954,1,280,0,0,2010
116,8,5,2006,2006,208,63,1560,1623,0,1636,3,1,8,2006,3,865,60,0,2007
86,7,7,1936,1987,0,223,794,1017,1037,2057,3,1,6,1936,1,180,0,0,2006
69.6447039199333,5,5,1983,1983,0,301,239,864,0,902,2,1,5,1983,2,484,0,0,2006
149,6,5,2005,2005,0,0,742,742,742,1484,3,1,8,2005,2,390,24,0,2009
80,5,5,1960,1960,361,443,662,1105,1169,2274,5,2,12,1960,2,480,0,0,2010
69.6447039199333,5,7,1977,1989,0,196,1072,1268,0,1268,3,1,5,1978,1,252,0,0,2009
51,5,7,1925,1950,0,489,279,768,0,1015,3,1,6,1925,1,450,0,620,2006
82,5,6,1949,1950,0,284,717,1001,1001,2002,4,2,8,1949,3,871,0,0,2007
30,6,5,2009,2009,76,294,318,612,612,1224,2,1,4,2009,2,528,234,0,2009
21,4,5,1970,1970,80,0,546,546,546,1092,3,1,6,1970,1,286,0,0,2007
50,2,3,1949,1950,0,50,430,480,0,480,1,1,4,1958,1,308,0,0,2006
69.6447039199333,4,6,1956,1956,0,1059,75,1134,0,1229,3,1,6,1956,1,284,0,0,2009
103,7,5,1991,1991,0,48,422,1104,1215,2127,4,1,8,1991,3,833,192,0,2007
87,6,8,1958,2002,0,528,245,1184,0,1414,3,1,6,1990,2,601,51,0,2008
70,6,5,1994,1994,105,814,114,928,785,1721,3,1,7,1994,2,471,87,0,2007
67,5,7,1900,2003,0,1084,188,1272,928,2200,4,2,9,1978.50616388687,0,0,70,0,2008
65,6,5,2005,2006,0,28,1288,1316,0,1316,3,1,6,2005,2,397,0,0,2006
50,6,5,1993,1994,0,165,598,1604,0,1617,2,1,5,1993,2,533,69,0,2008
79,6,6,1980,1980,157,625,0,1686,0,1686,3,1,7,1980,2,612,131,0,2006
69.6447039199333,5,6,1977,1977,0,767,266,1126,0,1126,3,1,6,1977,2,540,0,0,2008
93,8,5,2003,2004,340,0,1181,1181,1140,2374,4,1,10,2003,3,656,100,0,2007
69.6447039199333,7,5,1968,1968,342,552,280,832,880,1978,4,1,9,1968,2,486,43,0,2008
69.6447039199333,8,5,2001,2001,0,0,1753,1753,0,1788,3,1,7,2001,2,522,151,0,2009
69.6447039199333,7,5,1997,1997,285,0,964,964,1243,2236,4,1,8,1997,2,642,0,0,2006
73,8,5,2007,2007,0,16,1450,1466,0,1466,3,1,7,2007,3,610,18,0,2009
70,5,6,1965,1965,0,338,121,925,0,925,2,1,5,1965,1,429,0,0,2009
84,9,5,2006,2006,302,0,1905,1905,0,1905,3,1,8,2006,3,788,191,0,2007
63,7,5,2004,2004,210,20,1480,1500,0,1500,3,1,6,2004,2,570,36,0,2009
69.6447039199333,7,7,1960,2007,0,425,160,585,0,2069,4,1,9,1960,2,505,0,0,2008
52,4,5,1926,1953,108,0,600,600,0,747,1,1,5,1953,2,528,0,0,2006
67,7,5,2003,2003,98.3259515570934,833,343,1176,0,1200,2,1,5,2003,2,555,41,0,2009
75,7,5,2005,2005,0,341,772,1113,858,1971,3,1,8,2005,2,689,48,0,2009
73,7,5,2006,2006,0,464,927,1391,571,1962,3,1,7,2006,3,868,90,0,2006
69.6447039199333,7,7,1940,1950,0,0,1032,1032,1196,2403,4,1,10,1940,1,349,0,0,2010
55,6,5,1976,1976,0,936,396,1728,0,1728,4,2,8,1976,2,574,0,0,2006
69.6447039199333,7,5,1999,1999,298,772,220,992,1038,2060,3,1,8,1999,2,390,0,0,2009
42,4,3,1977,1977,0,1440,0,1440,0,1440,4,2,8,1978.50616388687,0,0,0,0,2007
100,5,4,1967,1967,0,0,1632,1632,0,1632,4,2,8,1967,2,576,0,0,2007
69.6447039199333,6,6,1958,1958,541,111,354,819,0,1344,3,1,7,1958,2,525,118,0,2009
98,5,6,1890,1996,0,1088,0,1088,561,1869,2,1,7,1963,2,456,0,0,2009
70,5,6,1959,1959,128,748,102,1144,0,1144,3,1,6,1959,1,796,0,0,2006
85,8,5,2002,2003,236,1300,316,1616,0,1629,3,1,9,2002,3,808,252,0,2007
65,7,5,2002,2002,144,0,936,936,840,1776,3,1,7,2002,2,474,96,0,2006
78,6,7,1972,2006,0,982,179,1161,0,1381,3,1,5,1972,2,676,0,0,2010
60,5,8,1950,2002,0,398,317,864,0,864,3,1,5,1980,2,720,0,0,2007
60,5,5,1965,1965,0,641,187,828,0,965,3,1,6,1979,1,300,0,0,2006
60,5,8,1972,2003,0,660,108,768,0,768,2,1,5,1974,1,396,0,0,2009
69.6447039199333,5,4,1969,1969,232,562,29,784,800,1968,4,1,7,1969,2,530,189,400,2008
35,6,5,1975,1975,250,945,0,945,0,980,4,1.04461221688401,4,1978.50616388687,0,0,0,0,2006
82,6,6,1946,1950,423,484,495,979,979,1958,4,2,8,1946,2,492,0,0,2007
24,6,6,1980,1980,0,285,276,561,668,1229,2,1,5,1980,2,462,0,0,2009
70,5,5,1962,1962,0,417,640,1057,0,1057,3,1,6,1977,2,576,0,0,2007
65,7,5,2003,2003,0,699,638,1337,0,1337,3,1,6,2003,2,531,39,0,2007
24,7,5,1999,1999,0,604,92,696,720,1416,3,1,6,1999,2,484,44,0,2010
50,5,7,1958,2008,0,696,162,858,0,858,2,1,4,1978.50616388687,0,0,0,0,2010
69.6447039199333,6,7,1977,1995,424,896,434,1330,1330,2872,4,1,11,1977,2,619,282,0,2008
24,6,6,1976,1976,0,556,248,804,744,1548,3,1,7,1976,2,440,0,0,2007
122,9,5,2007,2007,0,0,1800,1800,0,1800,2,1,7,2007,2,702,136,0,2009
80,7,5,2002,2003,44,624,193,817,1070,1894,4,1,8,2002,2,510,40,0,2010
65,6,5,2005,2007,0,0,783,783,701,1484,3,1,8,2005,2,393,72,0,2007
130,5,7,1940,1950,0,428,300,728,332,1308,2,1,7,1940,1,256,70,0,2009
69.6447039199333,5,7,1955,1955,151,902,196,1098,0,1098,3,1,6,1955,1,260,0,0,2008
50,3,6,1910,1950,0,0,600,600,368,968,2,1,6,1978.50616388687,0,0,0,0,2009
75,6,5,1958,1958,105,513,75,588,0,1095,2,1,6,1958,1,264,0,0,2006
60,4,4,1949,1950,0,0,720,720,472,1192,4,1,6,1978.50616388687,0,0,0,0,2006
36,7,5,2003,2004,106,567,197,764,862,1626,2,1,6,2003,2,474,27,0,2009
55,6,5,1979,1979,0,0,918,918,0,918,2,1,5,1979,1,264,0,0,2010
95,7,5,2007,2008,98.3259515570934,0,1428,1428,0,1428,3,1,6,2007,2,480,120,0,2008
60,7,8,1910,1993,0,0,728,728,883,2019,3,1,8,1997,2,532,135,0,2009
69.6447039199333,7,5,2000,2000,0,641,32,673,709,1382,3,1,6,2000,2,490,50,0,2006
51,4,7,1923,1958,0,0,440,440,0,869,2,1,4,1978.50616388687,0,0,0,0,2006
35,7,5,2006,2007,98.3259515570934,1106,135,1241,0,1241,1,1,4,2007,2,569,116,0,2007
68,4,5,1954,1954,0,552,342,894,0,894,3,1,5,1999,2,400,0,0,2007
80,5,6,1963,1963,0,651,470,1121,0,1121,3,1,5,1963,2,480,80,0,2009
69.6447039199333,7,9,1961,2007,210,867,77,944,0,999,3,1,6,1961,2,588,76,0,2008
98,8,5,1998,1999,975,854,371,1225,1336,2612,4,1,8,1998,3,676,0,0,2009
43,7,5,2007,2007,16,0,1266,1266,0,1266,2,1,6,2007,2,388,16,0,2008
69.6447039199333,8,5,2002,2002,0,0,1128,1128,1141,2290,4,1,9,2002,2,779,0,0,2008
75,5,5,1977,1977,0,0,0,0,432,1734,4,2,8,1977,2,539,0,0,2009
68,5,5,1950,1950,0,1040,124,1164,0,1164,3,1,5,1950,1,240,48,0,2008
59,6,8,1910,2003,0,0,485,485,634,1635,2,1,5,1950,1,255,0,0,2006
83,9,5,2009,2010,450,1646,284,1930,0,1940,3,1,8,2010,3,606,95,0,2010
69.6447039199333,6,6,1976,1976,298,156,692,848,912,2030,4,1,8,1976,2,551,224,0,2007
65,7,5,2006,2006,0,0,770,770,798,1576,3,1,6,2006,2,614,50,0,2006
82,8,5,1997,1998,423,1074,322,1396,985,2392,3,1,7,1997,3,870,70,0,2006
121,8,9,1882,1986,0,216,700,916,826,1742,4,1,8,1925,2,424,169,0,2009
80,6,8,1964,1993,340,536,169,822,831,1851,3,1,7,1964,2,440,42,0,2007
68,6,5,2005,2006,0,0,750,750,750,1500,3,1,6,2005,2,564,35,0,2006
96,10,5,2006,2007,230,1172,528,1700,0,1718,3,1,7,2008,3,786,48,0,2009
51,4,7,1946,1950,0,384,363,747,456,1230,3,1,5,1946,1,305,57,0,2006
69.6447039199333,5,6,1961,1961,0,915,135,1050,0,1050,3,1,6,1961,1,368,319,0,2006
69.6447039199333,6,6,1970,1970,571,0,1442,1442,0,1442,2,1,6,1970,2,615,0,0,2009
60,3,4,1922,1950,0,0,1007,1007,0,1077,3,1,6,1922,1,210,100,0,2006
64,7,5,2006,2006,24,686,501,1187,0,1208,2,1,6,2006,2,632,61,0,2010
74,3,3,1952,1952,0,0,0,0,0,944,2,1,4,1956,2,528,0,0,2009
60,5,6,1920,1950,0,0,691,691,0,691,2,1,4,1920,1,216,20,0,2007
75,8,5,2006,2006,53,24,1550,1574,0,1574,3,1,7,2006,3,824,104,0,2008
69.6447039199333,5,6,1976,1976,164,0,1680,1680,0,1680,4,2,8,1976,2,528,0,0,2007
43,7,5,2005,2006,16,16,1330,1346,0,1504,1,1,7,2005,2,457,0,0,2009
65,5,8,1977,1977,220,595,390,985,0,985,3,1,6,1977,1,328,0,0,2008
69.6447039199333,6,3,1970,1970,0,1237,420,1657,0,1657,3,1,7,1970,2,484,0,0,2007
21,4,4,1970,1970,0,273,0,546,546,1092,3,1,6,1970,1,286,0,0,2009
43,7,5,2004,2005,108,0,1710,1710,0,1710,3,1,7,2004,2,550,48,0,2009
60,5,5,1926,1950,0,0,1008,1008,0,1522,4,1,7,1978.50616388687,0,0,0,0,2006
115,5,5,1948,1950,0,0,720,720,551,1271,4,1,7,1948,1,312,0,0,2008
75,5,5,1965,1965,0,0,0,0,0,1664,4,2,8,1978.50616388687,0,0,0,0,2010
55,6,7,1923,1996,0,0,602,602,602,1502,3,1,7,1923,1,180,0,0,2007
60,5,4,1910,2006,0,247,310,1022,0,1022,2,1,4,1956,1,280,30,0,2009
60,6,5,1948,1950,206,336,746,1082,0,1082,2,1,5,1948,1,240,130,0,2007
70,8,6,2001,2001,0,643,167,810,855,1665,3,1,6,2001,2,528,45,0,2009
73,7,5,1996,1996,196,690,814,1504,0,1504,3,1,6,1996,2,478,66,0,2009
69.6447039199333,8,5,1984,1984,0,1036,184,1220,0,1360,1,1,4,1984,2,565,0,0,2009
69.6447039199333,7,5,1991,1992,76,0,384,384,670,1472,3,1,7,1991,2,402,0,0,2007
43,7,5,2005,2005,145,16,1346,1362,0,1506,2,1,6,2005,2,440,20,0,2006
60,4,5,2005,2005,0,1024,108,1132,0,1132,2,1,5,2005,2,451,64,0,2008
64,7,5,2006,2006,84,684,515,1199,0,1220,2,1,6,2006,2,632,54,0,2006
52,5,5,1930,1950,0,324,588,912,336,1248,2,1,6,1957,1,160,0,0,2007
43,7,5,2005,2006,14,16,1330,1346,0,1504,2,1,7,2005,2,437,20,0,2008
69.6447039199333,8,6,1976,1976,0,1165,0,1565,0,2898,2,1,10,1976,2,665,72,0,2008
70,5,5,1972,1972,0,138,276,882,0,882,3,1,5,1980,2,461,0,0,2007
73,5,5,1960,1960,324,697,571,1268,0,1264,3,1,6,1960,2,461,0,0,2010
71,8,5,2007,2008,338,1513,125,1638,0,1646,3,1,7,2008,3,800,44,0,2008
79,5,5,1941,1950,0,368,359,768,408,1376,3,1,6,1941,1,240,0,0,2007
21,6,7,1972,1972,281,317,355,672,546,1218,3,1,7,1972,1,264,28,0,2006
69.6447039199333,5,8,1916,1995,0,0,686,686,980,1928,5,2,10,1978.50616388687,0,0,0,0,2006
102,7,3,1920,1970,0,523,301,824,998,3082,5,1,12,1970,2,672,63,0,2009
69.6447039199333,8,7,1993,1993,0,1012,326,1338,1168,2520,5,1,10,1993,3,796,55,0,2006
69.6447039199333,7,5,2002,2002,295,986,668,1654,0,1654,3,1,6,2002,3,900,136,0,2006
50,5,7,1938,1950,0,0,920,920,0,954,2,1,5,1938,1,240,0,0,2007
69.6447039199333,4,3,1957,1957,0,0,0,0,0,845,3,1,5,1957,1,290,0,0,2009
89,9,5,2007,2008,70,1022,598,1620,0,1620,2,1,6,2008,3,912,0,0,2009
69.6447039199333,8,5,2001,2002,396,0,1055,1055,1208,2263,3,1,7,2001,2,905,45,0,2008
21,4,6,1970,2008,0,0,546,546,546,1344,3,1,6,1978.50616388687,0,0,0,0,2009
21,4,4,1970,1970,0,509,121,630,0,630,1,1,3,1970,1,286,0,0,2009
88,5,4,1957,2000,67,168,284,1134,0,1803,3,1,8,1957,2,484,0,0,2006
69.6447039199333,6,8,1966,2000,252,400,336,800,832,1632,4,1,7,1966,2,484,40,0,2008
34,6,5,2005,2005,135,900,406,1306,0,1306,1,1,5,2005,2,624,63,0,2009
86,7,5,1990,1990,99,1085,390,1475,797,2329,4,1,10,1990,2,514,121,0,2008
80,8,5,1981,1981,0,1104,1420,2524,0,2524,4,1,9,1981,2,542,120,0,2009
69.6447039199333,3,5,1955,1955,0,0,0,0,0,1733,4,1,8,1955,2,452,0,0,2009
85,9,5,2005,2006,208,240,1752,1992,876,2868,4,1,11,2005,3,716,108,0,2006
57,5,5,1994,1995,0,686,304,990,0,990,3,1,5,1996,2,672,0,0,2008
100,5,4,1960,2006,75,0,0,0,0,1771,3,1,9,1960,2,336,0,0,2009
60,4,7,1946,2006,0,0,0,0,0,930,2,1,6,1946,1,308,0,0,2010
73,7,5,2007,2007,0,0,1302,1302,0,1302,3,1,6,2007,2,436,22,0,2007
103,7,5,2007,2007,0,0,1316,1316,0,1316,3,1,6,2007,2,440,20,0,2007
100,6,6,1964,1978,272,442,374,816,850,1977,4,1,9,1964,2,540,52,0,2007
68,5,6,1957,2002,145,383,833,1216,0,1526,4,1,7,1957,1,364,78,0,2010
90,8,5,2002,2002,210,932,133,1065,898,1989,3,1,7,2002,2,586,60,0,2006
104,6,5,1976,1976,160,644,549,1193,0,1523,3,1,7,1976,2,478,0,0,2008
43,7,5,2005,2005,240,659,705,1364,0,1364,2,1,6,2005,2,484,36,0,2006
69.6447039199333,7,6,1994,1994,0,595,378,973,871,1850,3,1,7,1994,2,467,98,0,2009
96,9,5,2008,2008,154,936,168,1104,1054,2184,3,1,10,2008,3,836,102,0,2009
69.6447039199333,6,7,1932,1950,480,297,0,854,895,1991,3,1,7,1977,2,432,0,0,2007
41,8,5,2001,2001,0,616,722,1338,0,1338,2,1,6,2001,2,582,0,0,2010
120,3,4,1935,1950,0,0,894,894,0,894,2,1,6,1994,3,1248,20,560,2008
85,5,5,1900,1950,0,0,662,662,915,2337,5,2,10,1945,2,560,57,0,2007
50,6,6,1925,1980,0,397,706,1103,0,1103,2,1,5,1976,2,440,120,0,2006
69.6447039199333,5,6,1966,1966,200,740,184,1154,0,1154,3,1,6,1966,2,480,58,0,2009
80,7,5,1996,1997,0,1201,105,1306,954,2260,3,1,7,1996,2,533,44,0,2010
59,6,7,1993,1994,0,0,799,799,772,1571,3,1,7,1993,2,380,40,0,2009
80,6,6,1964,1964,360,674,0,780,813,1611,4,1,7,1964,2,442,128,0,2008
42,6,4,1973,1973,0,837,105,942,1230,2521,5,1,10,1973,2,576,20,0,2006
60,5,7,1949,2003,0,220,625,845,0,893,2,1,4,1985,2,576,0,0,2007
72,5,5,1956,1956,120,586,462,1048,0,1048,3,1,6,1956,1,286,20,0,2007
78,6,6,1968,1968,0,298,429,727,727,1556,4,1,8,1968,2,441,0,0,2009
50,5,3,1948,1950,0,0,810,810,454,1456,4,1,7,1954,1,280,0,0,2006
75,6,6,1977,1977,140,535,155,690,728,1426,3,1,6,1977,2,440,0,0,2009
74,7,5,2006,2006,0,0,1240,1240,0,1240,2,1,5,2006,3,826,93,0,2007
75,7,6,1940,1984,0,410,390,800,780,1740,3,1,6,1940,1,240,0,0,2007
60,5,8,1936,1989,0,626,170,796,370,1466,3,1,7,1950,2,566,21,500,2006
69.6447039199333,5,5,1969,1969,0,75,230,1096,0,1096,3,1,6,1969,1,299,32,0,2006
37,6,5,2004,2004,169,662,186,848,0,848,1,1,3,2004,2,420,0,0,2006
65,5,5,1994,1994,0,495,495,990,0,990,3,1,5,1996,1,299,64,0,2007
80,6,7,1971,2004,144,656,602,1258,0,1258,3,1,5,1971,2,528,0,0,2008
75,5,5,1963,1963,0,824,216,1040,0,1040,3,1,5,1963,1,308,0,0,2010
70,7,5,2002,2002,100,0,1459,1459,0,1459,3,1,6,2002,2,527,39,0,2007
80,6,6,1964,1964,425,553,698,1251,0,1251,3,1,6,1964,1,461,116,700,2006
69.6447039199333,6,5,1995,1996,0,592,99,691,807,1498,3,1,6,1995,2,409,44,0,2006
73,6,6,1992,1992,0,747,189,936,0,996,2,1,5,1992,2,564,0,0,2010
69.6447039199333,4,5,1973,1973,0,334,212,546,546,1092,3,1,6,1973,1,286,96,0,2010
85,8,5,2005,2006,0,0,1082,1082,871,1953,3,1,9,2005,3,1043,50,0,2009
24,7,5,2004,2004,50,0,970,970,739,1709,3,1,7,2004,2,380,40,0,2006
37,8,5,2005,2005,0,1039,208,1247,0,1247,1,1,4,2005,2,550,84,0,2006
60,3,4,1950,1950,0,0,0,0,0,1040,2,2,6,1987,2,400,0,0,2009
24,7,5,1999,2000,212,510,90,600,628,1252,2,1,4,1999,2,462,48,0,2008
60,6,5,1925,1950,0,423,758,1181,304,1694,4,1,7,1925,2,576,0,0,2008
71,5,8,1965,1998,166,661,203,864,0,1200,1,1,6,1977,2,884,64,0,2006
74,5,7,1956,2000,0,248,448,936,0,936,2,1,4,1956,1,308,0,0,2010
78,6,5,2006,2006,0,24,1290,1314,0,1314,3,1,6,2006,2,440,22,0,2007
60,6,7,1914,2006,0,0,684,684,582,1355,3,1,7,1978.50616388687,0,0,0,0,2007
69.6447039199333,8,5,1986,1986,0,0,1074,1074,0,1088,2,1,5,1987,2,461,74,0,2007
50,4,6,1936,1950,0,672,0,672,567,1324,3,1,6,1936,1,240,0,0,2009
82,7,5,1978,1978,206,704,567,1271,0,1601,3,1,7,1978,2,478,0,0,2009
60,2,5,1920,1950,0,290,0,290,0,438,1,1,3,1930,1,246,0,0,2009
61,5,5,1971,1971,0,412,251,950,0,950,3,1,5,1981,1,280,0,0,2007
70,5,7,1960,2002,45,588,422,1010,0,1134,2,1,6,1960,1,254,16,0,2007
79,6,6,1959,1959,0,655,0,655,0,1194,3,1,6,1954,2,539,0,0,2006
24,5,5,1970,1970,304,0,630,630,672,1302,3,1,6,1970,2,440,0,0,2007
98,8,5,1994,1995,362,1032,431,1463,1122,2622,3,1,9,1994,2,712,32,0,2010
114,7,5,1990,1991,0,738,172,910,0,1442,3,1,6,1990,2,719,244,0,2007
168,7,5,2006,2006,0,0,868,868,1134,2021,3,1,9,2006,2,422,100,0,2006
69.6447039199333,6,5,2000,2000,0,0,924,924,742,1690,3,1,7,2000,2,463,48,0,2007
107,8,5,2004,2005,42,1039,797,1836,0,1836,3,1,7,2004,3,862,185,0,2009
69.6447039199333,6,5,1995,1996,0,219,554,773,885,1658,3,1,8,1995,2,431,84,0,2008
80,7,6,1976,1976,660,403,400,803,866,1964,4,1,8,1976,2,483,69,0,2008
73,5,7,1957,1957,0,708,108,816,0,816,2,1,5,1957,1,308,0,0,2006
66,5,7,1953,2006,0,643,365,1008,0,1008,2,1,6,1953,1,240,18,0,2007
90,5,7,1954,2000,0,415,418,833,0,833,2,1,4,1955,1,326,0,0,2006
93,8,5,2007,2007,328,1004,730,1734,0,1734,3,1,7,2007,3,928,0,0,2007
69.6447039199333,8,5,2002,2002,0,353,55,408,640,1419,3,1,7,2002,2,527,0,0,2009
57,5,7,1967,2003,0,702,192,894,0,894,3,1,5,1967,2,450,0,0,2008
85,5,6,1958,1987,0,0,533,533,580,1601,3,1,6,1958,1,300,34,0,2008
70,5,5,1959,1959,0,369,671,1040,0,1040,3,1,6,1959,1,286,0,0,2006
59,6,5,1920,1950,0,0,1012,1012,0,1012,2,1,6,1920,1,308,22,0,2007
84,7,5,2005,2006,196,24,1528,1552,0,1552,3,1,7,2005,3,782,20,0,2006
69.6447039199333,4,3,1956,1956,0,0,672,672,0,960,3,1,5,1956,1,288,0,0,2009
50,5,9,1947,2008,0,0,698,698,0,698,2,1,4,1978.50616388687,0,0,200,0,2009
69.6447039199333,7,5,1992,1992,170,0,384,384,670,1482,3,1,7,1992,2,392,25,0,2007
60,4,5,1955,1955,0,0,1005,1005,0,1005,2,1,5,1977,2,672,0,0,2009
53,7,5,2007,2007,130,0,1373,1373,0,1555,2,1,7,2007,3,660,20,0,2009
182,7,5,2004,2004,0,1300,230,1530,0,1530,3,1,7,2004,3,630,36,0,2007
59,7,5,2004,2005,0,0,847,847,1112,1959,4,1,8,2004,2,434,48,0,2007
60,5,5,1980,1980,180,936,0,936,0,936,2,1,4,1980,2,672,0,0,2007
65,4,3,1928,1950,0,622,500,1122,653,1981,4,1,7,1981,2,576,44,0,2009
63,5,5,1991,1992,0,212,762,974,0,974,3,1,5,1978.50616388687,0,0,28,0,2007
90,6,4,1880,1950,0,0,1008,1008,1032,2210,5,1,8,1930,1,205,48,0,2007
80,8,5,1995,1995,0,584,544,1128,878,2020,3,1,8,1995,2,466,155,0,2009
57,6,5,1997,1997,0,0,916,916,684,1600,3,1,7,1997,2,460,38,0,2007
60,6,5,1926,1950,0,0,960,960,0,986,2,1,5,1926,1,180,128,0,2007
80,6,5,1950,1950,0,280,752,1032,220,1252,3,1,6,1950,1,288,0,0,2008
54,5,8,1875,1996,0,0,780,780,240,1020,2,1,6,1978.50616388687,0,0,0,0,2010
69.6447039199333,6,5,1977,1977,0,1567,0,1567,0,1567,2,1,5,1977,2,714,32,0,2009
98,5,5,1920,1950,0,645,270,915,0,1167,3,1,6,1972,2,495,0,0,2007
60,5,7,1951,1951,0,852,100,952,0,952,2,1,4,1988,2,840,0,0,2008
69.6447039199333,5,7,1976,1976,44,381,399,780,780,1868,4,1,9,1976,2,484,96,0,2009
77,8,5,2006,2007,340,1150,316,1466,1362,2828,4,1,11,2006,3,1052,144,0,2007
69.6447039199333,5,3,1959,1959,0,288,718,1006,0,1006,3,1,5,1978.50616388687,0,0,24,0,2008
60,4,4,1941,1950,0,348,324,672,252,924,2,1,5,1941,1,280,0,0,2010
52,5,6,1928,1950,0,0,1042,1042,534,1576,3,1,8,1928,1,225,0,0,2006
69.6447039199333,6,5,1985,1985,85,1258,40,1298,0,1298,3,1,5,1985,2,403,26,0,2006
75,7,7,1941,1950,0,275,429,704,704,1564,3,1,7,1941,1,234,0,0,2009
69.6447039199333,7,7,1926,1950,0,0,572,572,539,1111,2,1,5,1982,1,288,0,0,2008
50,7,9,1920,1988,0,624,26,650,650,1482,3,1,7,1930,2,324,0,0,2009
57,6,5,1950,1950,0,0,932,932,0,932,2,1,4,1950,1,306,0,0,2007
134,5,4,1959,1959,132,176,1290,1466,0,1466,3,1,6,1959,2,528,140,0,2006
90,6,7,1956,2004,0,296,230,1073,0,1811,2,1,6,1956,2,470,0,0,2006
69.6447039199333,6,8,1930,2007,0,538,278,816,0,816,2,1,5,2002,1,432,0,0,2008
69.6447039199333,7,6,1965,1988,288,454,410,864,918,1820,4,1,8,1965,2,492,84,0,2008
90,5,8,1976,2004,0,1157,280,1437,0,1437,3,1,6,1976,2,528,21,0,2007
85,5,8,1965,1999,0,633,586,1219,0,1265,3,1,6,1965,2,502,92,0,2008
34,7,5,2007,2008,166,904,410,1314,0,1314,2,1,6,2008,2,626,62,0,2009
92,8,5,2007,2008,186,0,1580,1580,0,1580,3,1,7,2008,3,830,24,0,2008
76,6,6,1974,1974,270,442,459,901,933,1876,4,1,8,1974,2,540,69,0,2008
24,6,5,1978,1978,0,311,544,855,601,1456,3,1,7,1978,2,440,0,0,2010
69.6447039199333,6,7,1954,2006,72,728,568,1296,0,1640,3,1,7,1993,2,924,0,0,2008
109,5,5,1968,1968,0,492,402,894,0,894,3,1,5,1968,2,450,0,0,2007
60,4,4,1969,1969,0,1198,0,1198,0,1258,0,2,6,1969,2,400,0,0,2008
69.6447039199333,5,7,1978,1978,0,680,289,1360,0,1432,2,1,5,1978,2,588,180,0,2007
79,7,5,2009,2009,268,0,1502,1502,0,1502,3,1,7,2009,2,644,114,0,2009
64,8,5,2008,2008,72,0,1694,1694,0,1694,3,1,7,2008,3,776,33,0,2010
58,6,5,2000,2000,0,786,173,959,712,1671,3,1,7,2000,2,472,38,0,2006
120,6,7,1935,1986,0,626,501,1127,872,2108,4,1,7,1935,2,540,0,0,2008
118,10,5,1995,1996,98.3259515570934,1387,543,1930,1796,3627,4,1,10,1995,3,807,76,0,2006
